Product_ID,Product_Name,Category,Subcategory,Brand,Unit_Price_SAR,Cost_Price_SAR,Stock_Quantity,Reorder_Level,Supplier_ID,Weight_kg,Warranty_Months,Rating,Is_Active
PROD-000403,Yoga Mat,Sports & Outdoors,Fitness Equipment,OasisHome,119.49,1634.02,547,48,SUP-033,46.16,12,3.7,FALSE
PROD-000404,Treadmill,Sports & Outdoors,Fitness Equipment,Hijazi,4516.46,1376.15,1703,178,SUP-181,33.77,6,4.6,TRUE
PROD-000405,Exercise Bike,Sports & Outdoors,Fitness Equipment,RedSea,4489.76,2455.81,615,140,SUP-084,32.74,24,2.7,TRUE
PROD-000406,Kettlebell,Sports & Outdoors,Fitness Equipment,GlobalTech,1878.71,2266.16,850,154,SUP-125,10.62,0,2.8,TRUE
PROD-000407,Pull-Up Bar,Sports & Outdoors,Fitness Equipment,Najdi,4024.57,957.34,1485,129,SUP-060,28.64,12,4.9,TRUE
PROD-000408,Foam Roller,Sports & Outdoors,Fitness Equipment,AlFaisal,2575.04,2128.57,1653,23,SUP-147,0.83,12,3.9,TRUE
PROD-000409,Jump Rope,Sports & Outdoors,Fitness Equipment,Premium,3564.4,412.64,389,194,SUP-048,34.78,24,3.4,TRUE
PROD-000410,Medicine Ball,Sports & Outdoors,Fitness Equipment,Hijazi,3174.72,1820.97,796,98,SUP-048,5.61,0,2.9,FALSE
PROD-000411,Tent,Sports & Outdoors,Camping,DesertBloom,4647.8,1552.75,1723,160,SUP-008,24.48,24,4.9,TRUE
PROD-000412,Sleeping Bag,Sports & Outdoors,Camping,ValueMax,4822.11,133.23,1328,179,SUP-081,28.98,36,2.5,TRUE
PROD-000413,Camping Chair,Sports & Outdoors,Camping,ValueMax,4111.02,1991.78,1673,88,SUP-057,37.28,6,3.4,TRUE
PROD-000414,Portable Stove,Sports & Outdoors,Camping,OasisHome,2912.04,2366.32,352,38,SUP-020,43.12,36,3.7,TRUE
PROD-000415,Lantern,Sports & Outdoors,Camping,SaudiMart,214.84,2617.07,366,52,SUP-015,18.01,6,4.4,TRUE
PROD-000416,Cooler Box,Sports & Outdoors,Camping,Premium,2938.39,1730.98,735,118,SUP-197,2.56,36,3.8,TRUE
PROD-000417,Hammock,Sports & Outdoors,Camping,Najdi,1924.12,2549.08,238,23,SUP-024,14.37,36,3,FALSE
PROD-000418,Backpack,Sports & Outdoors,Camping,AlFaisal,4486.18,1844.64,204,51,SUP-125,9.65,0,4.5,FALSE
PROD-000419,Water Filter,Sports & Outdoors,Camping,AlFaisal,305.57,1213.45,1087,181,SUP-187,25.18,24,4.3,TRUE
PROD-000420,First Aid Kit,Sports & Outdoors,Camping,DesertBloom,2332.25,2759.74,248,128,SUP-006,12.01,12,2.6,TRUE
PROD-000421,Mountain Bike,Sports & Outdoors,Cycling,AlFaisal,92.82,2468.37,1949,71,SUP-033,37.13,0,4.8,TRUE
PROD-000422,Helmet,Sports & Outdoors,Cycling,DesertBloom,4223.9,831.95,180,189,SUP-110,30.46,12,4.4,TRUE
PROD-000423,Cycling Gloves,Sports & Outdoors,Cycling,Najdi,4488.19,1149.72,851,116,SUP-120,19.89,12,3.5,TRUE
PROD-000424,Bike Pump,Sports & Outdoors,Cycling,RedSea,841.63,1519.04,17,24,SUP-002,46.73,0,4.6,TRUE
PROD-000425,Repair Kit,Sports & Outdoors,Cycling,OasisHome,3803.81,2890,538,68,SUP-115,25.58,24,4.3,TRUE
PROD-000426,Cycling Jersey,Sports & Outdoors,Cycling,Hijazi,1212.65,2436.69,390,66,SUP-038,16.32,36,4.2,TRUE
PROD-000427,Bike Lock,Sports & Outdoors,Cycling,Hijazi,2146.08,2313.65,336,184,SUP-187,7.15,6,4.3,TRUE
PROD-000428,Water Bottle Cage,Sports & Outdoors,Cycling,AlFaisal,236.35,1032.2,242,140,SUP-127,20.3,24,3.8,FALSE
PROD-000429,Cycling Shoes,Sports & Outdoors,Cycling,Najdi,406.36,2097.35,103,29,SUP-005,44.37,36,2.7,TRUE
PROD-000430,Bike Computer,Sports & Outdoors,Cycling,Premium,4487.62,494.74,1498,88,SUP-128,30.46,6,4.1,TRUE
PROD-000431,Running Shoes,Sports & Outdoors,Running,RedSea,2548.39,1737.07,584,34,SUP-033,19.8,36,4.1,FALSE
PROD-000432,Running Belt,Sports & Outdoors,Running,OasisHome,444.68,965.53,1432,108,SUP-163,17.61,36,2.6,TRUE
PROD-000433,Hydration Pack,Sports & Outdoors,Running,Premium,2412.38,1498.84,693,137,SUP-085,5.02,6,2.8,TRUE
PROD-000434,Reflective Vest,Sports & Outdoors,Running,Premium,692.03,584.2,111,190,SUP-190,26.92,12,3.1,TRUE
PROD-000435,Running Socks,Sports & Outdoors,Running,SaudiMart,540.43,600.54,1109,42,SUP-063,25.38,12,4.6,TRUE
PROD-000436,GPS Watch,Sports & Outdoors,Running,DesertBloom,3086.45,489.23,825,91,SUP-083,22.73,0,3.7,FALSE
PROD-000437,Compression Sleeves,Sports & Outdoors,Running,OasisHome,1154.27,2612.34,1353,29,SUP-018,2.46,12,3,TRUE
PROD-000438,Headlamp,Sports & Outdoors,Running,AlFaisal,1483.17,2175.04,1157,144,SUP-022,9.27,36,3.1,TRUE
PROD-000439,Running Cap,Sports & Outdoors,Running,Premium,791.63,1169.1,1325,185,SUP-124,23.45,24,4.6,TRUE
PROD-000440,Anti-Chafe Balm,Sports & Outdoors,Running,Najdi,3480.51,907.63,1035,131,SUP-158,41.06,0,4,TRUE
PROD-000441,Swim Goggles,Sports & Outdoors,Swimming,Najdi,2023.6,2523.63,173,162,SUP-048,27.58,6,4.7,TRUE
PROD-000442,Swim Cap,Sports & Outdoors,Swimming,Hijazi,1576.36,1296.87,449,112,SUP-144,40.46,0,4,TRUE
PROD-000443,Swimsuit,Sports & Outdoors,Swimming,OasisHome,4943.35,2075.68,405,48,SUP-068,28.95,6,3.8,FALSE
PROD-000444,Kickboard,Sports & Outdoors,Swimming,ValueMax,485.81,2060.64,245,188,SUP-122,16.06,24,3.9,TRUE
PROD-000445,Pull Buoy,Sports & Outdoors,Swimming,RedSea,4508.37,1981.47,1635,171,SUP-098,46.82,6,2.9,FALSE
PROD-000446,Fins,Sports & Outdoors,Swimming,ValueMax,4455.95,1723.57,313,106,SUP-199,17.22,6,2.6,TRUE
PROD-000447,Swim Bag,Sports & Outdoors,Swimming,AlFaisal,2680.49,1994.29,1449,161,SUP-199,23.05,24,4.1,TRUE
PROD-000448,Rash Guard,Sports & Outdoors,Swimming,RedSea,3726.28,1854.38,1472,30,SUP-130,25.93,6,3.2,TRUE
PROD-000449,Wetsuit,Sports & Outdoors,Swimming,GlobalTech,4469.87,2502.7,1849,67,SUP-113,36.27,6,4.8,FALSE
PROD-000450,Swim Earplugs,Sports & Outdoors,Swimming,Premium,3920.25,871.36,1017,169,SUP-176,31.35,6,2.8,TRUE
PROD-000451,Football,Sports & Outdoors,Team Sports,Premium,458.34,1989.15,176,145,SUP-116,33.31,0,2.5,TRUE
PROD-000452,Basketball,Sports & Outdoors,Team Sports,SaudiMart,884.92,2893.09,1006,76,SUP-112,3.4,12,3.3,TRUE
PROD-000453,Volleyball,Sports & Outdoors,Team Sports,GlobalTech,2376.52,1843.12,1028,89,SUP-164,26.47,0,4.5,TRUE
PROD-000454,Cricket Bat,Sports & Outdoors,Team Sports,SaudiMart,4384.23,277.96,489,35,SUP-176,31.95,0,3.2,TRUE
PROD-000455,Hockey Stick,Sports & Outdoors,Team Sports,RedSea,4579.81,246.43,1488,83,SUP-198,32.16,6,2.8,TRUE
PROD-000456,Rugby Ball,Sports & Outdoors,Team Sports,ValueMax,762.73,2305.44,1923,57,SUP-069,14.5,24,4.3,TRUE
PROD-000457,Baseball Glove,Sports & Outdoors,Team Sports,AlFaisal,1896.43,1556.98,1883,99,SUP-110,28.09,0,3.4,TRUE
PROD-000458,Badminton Racket,Sports & Outdoors,Team Sports,OasisHome,4561.84,2832.48,1271,133,SUP-080,24.42,0,4.8,TRUE
PROD-000459,Table Tennis Paddle,Sports & Outdoors,Team Sports,RedSea,2583.99,2228.46,1408,50,SUP-155,9.34,36,4.4,TRUE
PROD-000460,Netball,Sports & Outdoors,Team Sports,OasisHome,4716.42,2664.9,1726,116,SUP-089,21.16,36,3.7,FALSE
PROD-000461,Yoga Block,Sports & Outdoors,Yoga,Premium,4436.25,413.76,825,125,SUP-175,30.89,0,3.5,TRUE
PROD-000462,Yoga Strap,Sports & Outdoors,Yoga,Hijazi,4348.42,2024.78,1382,148,SUP-163,21.27,24,3.4,TRUE
PROD-000463,Yoga Wheel,Sports & Outdoors,Yoga,Premium,3670.68,1118.5,1222,135,SUP-114,33.21,12,4,FALSE
PROD-000464,Bolster,Sports & Outdoors,Yoga,Hijazi,2176.92,648.11,1362,180,SUP-130,0.88,24,3.3,FALSE
PROD-000465,Meditation Cushion,Sports & Outdoors,Yoga,Premium,678.54,1969.72,508,141,SUP-061,41.91,6,3.9,TRUE
PROD-000466,Yoga Towel,Sports & Outdoors,Yoga,Hijazi,3865.06,2076.11,1897,190,SUP-185,8.87,24,3.9,FALSE
PROD-000467,Aromatherapy Diffuser,Sports & Outdoors,Yoga,AlFaisal,2252.26,1344.7,1320,159,SUP-095,13.15,24,2.5,TRUE
PROD-000468,Incense,Sports & Outdoors,Yoga,DesertBloom,420.57,1384.05,1797,73,SUP-035,3.43,6,2.5,TRUE
PROD-000469,Chime Ball,Sports & Outdoors,Yoga,Premium,3993.83,2043.87,1195,62,SUP-161,25.45,0,5,TRUE
PROD-000470,Yoga Pants,Sports & Outdoors,Yoga,ValueMax,3287.92,1044.78,1591,147,SUP-102,30.96,6,2.6,TRUE
PROD-000471,Hiking Boots,Sports & Outdoors,Hiking,Hijazi,4073.81,103.39,1225,169,SUP-186,3.51,36,4.5,TRUE
PROD-000472,Trekking Poles,Sports & Outdoors,Hiking,Najdi,650.08,2057.49,1329,41,SUP-089,37.07,6,4.4,TRUE
PROD-000473,Hydration Bladder,Sports & Outdoors,Hiking,ValueMax,407.5,2481.29,635,136,SUP-001,31.94,12,3.9,FALSE
PROD-000474,Compass,Sports & Outdoors,Hiking,Hijazi,633.37,2112.16,1545,60,SUP-076,30.52,12,4.6,FALSE
PROD-000475,Map Case,Sports & Outdoors,Hiking,OasisHome,1291.66,1272.1,1700,32,SUP-158,12.61,24,4.8,FALSE
PROD-000476,Head Net,Sports & Outdoors,Hiking,Hijazi,904.82,40.42,1242,117,SUP-042,28.03,24,2.6,TRUE
PROD-000477,Gaiters,Sports & Outdoors,Hiking,DesertBloom,4238.15,1121.58,1747,121,SUP-109,22.5,0,4.2,TRUE
PROD-000478,Bivy Sack,Sports & Outdoors,Hiking,Premium,2333.48,1398.58,14,88,SUP-086,35.82,36,4.5,TRUE
PROD-000479,Multi-Tool,Sports & Outdoors,Hiking,SaudiMart,2389.49,242.9,1056,175,SUP-141,46.69,0,2.9,TRUE
PROD-000480,Emergency Whistle,Sports & Outdoors,Hiking,OasisHome,536.6,1669.32,1326,121,SUP-009,15.73,6,4.8,FALSE
PROD-000481,Fishing Rod,Sports & Outdoors,Fishing,GlobalTech,4342.2,1904.9,970,80,SUP-076,4.59,24,4.7,TRUE
PROD-000482,Reel,Sports & Outdoors,Fishing,GlobalTech,1404.95,2507.56,707,113,SUP-077,16.45,6,4.9,TRUE
PROD-000483,Tackle Box,Sports & Outdoors,Fishing,AlFaisal,1830.42,232.38,1625,97,SUP-191,31.02,12,4.1,FALSE
PROD-000484,Fishing Line,Sports & Outdoors,Fishing,OasisHome,132.18,595.62,409,79,SUP-132,20.66,12,3.8,TRUE
PROD-000485,Lures,Sports & Outdoors,Fishing,SaudiMart,286.71,2812.23,536,73,SUP-084,9.05,12,4.6,TRUE
PROD-000486,Bait,Sports & Outdoors,Fishing,GlobalTech,4913.35,270.19,749,79,SUP-102,13.06,0,4.5,FALSE
PROD-000487,Net,Sports & Outdoors,Fishing,ValueMax,2143.61,2425.84,1596,193,SUP-123,24.32,0,4.6,TRUE
PROD-000488,Waders,Sports & Outdoors,Fishing,RedSea,336.56,2391.89,306,90,SUP-071,27.42,24,3.2,TRUE
PROD-000489,Fishing Vest,Sports & Outdoors,Fishing,AlFaisal,1092.12,2752.79,1168,24,SUP-172,13.35,12,4.3,TRUE
PROD-000490,Fish Finder,Sports & Outdoors,Fishing,Premium,1397.28,2842.98,775,73,SUP-154,7.76,12,4.1,FALSE
PROD-000491,Kayak,Sports & Outdoors,Water Sports,AlFaisal,505.16,2713.47,296,136,SUP-022,2.55,12,4,TRUE
PROD-000492,Paddleboard,Sports & Outdoors,Water Sports,DesertBloom,2154.87,2861.12,1851,91,SUP-193,11.85,36,3.2,FALSE
PROD-000493,Life Jacket,Sports & Outdoors,Water Sports,SaudiMart,3668.43,1686.26,1179,60,SUP-166,0.96,0,4.8,TRUE
PROD-000494,Snorkel Set,Sports & Outdoors,Water Sports,Najdi,4296.24,723.49,1384,58,SUP-169,12.27,24,2.8,TRUE
PROD-000495,Wakeboard,Sports & Outdoors,Water Sports,DesertBloom,4357.86,1290.06,1002,50,SUP-029,49.12,36,2.9,TRUE
PROD-000496,Water Skis,Sports & Outdoors,Water Sports,ValueMax,3720.16,426.87,1575,74,SUP-001,44.2,24,2.9,TRUE
PROD-000497,Inflatable Tube,Sports & Outdoors,Water Sports,Premium,576.68,641.85,1891,187,SUP-160,8.58,12,2.8,FALSE
PROD-000498,Diving Mask,Sports & Outdoors,Water Sports,ValueMax,460.07,1354.83,250,194,SUP-184,28.7,0,3.7,TRUE
PROD-000499,Wetsuit,Sports & Outdoors,Water Sports,GlobalTech,2369.66,1841.91,1875,58,SUP-061,11.5,12,3.9,TRUE
PROD-000500,Beach Tent,Sports & Outdoors,Water Sports,OasisHome,1816.46,254.3,764,83,SUP-091,21.65,36,4.6,TRUE
PROD-000501,The Great Novel,Books & Stationery,Fiction,RedSea,4908.33,2096.58,1297,25,SUP-198,13.71,0,3.9,TRUE
PROD-000502,Mystery Thriller,Books & Stationery,Fiction,RedSea,3969.97,1998.06,184,129,SUP-141,8.37,36,3.8,TRUE
PROD-000503,Romance Novel,Books & Stationery,Fiction,Premium,3257.88,876.35,790,160,SUP-042,40.66,0,3.5,FALSE
PROD-000504,Sci-Fi Epic,Books & Stationery,Fiction,DesertBloom,2995.49,19.69,1071,130,SUP-165,14.31,24,4.7,TRUE
PROD-000505,Fantasy Saga,Books & Stationery,Fiction,DesertBloom,1100.25,424.05,282,84,SUP-041,42.82,6,3.6,TRUE
PROD-000506,Horror Story,Books & Stationery,Fiction,Najdi,2569.54,243.16,697,84,SUP-027,14.75,6,4.8,FALSE
PROD-000507,Historical Fiction,Books & Stationery,Fiction,Premium,1411.37,1046.74,15,91,SUP-067,23.33,0,3.6,TRUE
PROD-000508,Crime Novel,Books & Stationery,Fiction,OasisHome,1376.35,241.26,704,137,SUP-151,15.05,0,3.5,TRUE
PROD-000509,Adventure Tale,Books & Stationery,Fiction,DesertBloom,3781.97,657.05,1185,83,SUP-162,6.5,12,4.6,TRUE
PROD-000510,Literary Fiction,Books & Stationery,Fiction,RedSea,3638.44,363.15,1946,170,SUP-095,16.03,0,4.4,FALSE
PROD-000511,Biography,Books & Stationery,Non-Fiction,Hijazi,1600.9,2428.84,1011,54,SUP-184,27.23,0,4.4,FALSE
PROD-000512,Self-Help Guide,Books & Stationery,Non-Fiction,SaudiMart,4559.4,1275.16,709,20,SUP-027,35.33,6,3,TRUE
PROD-000513,Business Strategy,Books & Stationery,Non-Fiction,OasisHome,3302,1350.2,255,86,SUP-157,43.31,36,4.8,TRUE
PROD-000514,Travel Memoir,Books & Stationery,Non-Fiction,RedSea,2597.2,1756.72,264,129,SUP-030,17.49,36,4.7,TRUE
PROD-000515,Science Explained,Books & Stationery,Non-Fiction,SaudiMart,1623.77,1279.53,273,33,SUP-144,42.78,36,2.9,FALSE
PROD-000516,Philosophy,Books & Stationery,Non-Fiction,Premium,4270.67,1785.16,1053,66,SUP-044,49.91,36,4.6,TRUE
PROD-000517,True Crime,Books & Stationery,Non-Fiction,DesertBloom,3136.18,19.7,1440,171,SUP-071,38.39,6,4.1,TRUE
PROD-000518,Cookbook,Books & Stationery,Non-Fiction,Hijazi,2831.04,641.05,1494,60,SUP-126,43.28,36,2.8,TRUE
PROD-000519,Art History,Books & Stationery,Non-Fiction,DesertBloom,1586.01,76.07,1628,192,SUP-043,8.55,36,3.9,TRUE
PROD-000520,Political Analysis,Books & Stationery,Non-Fiction,AlFaisal,4190.06,1719.95,1617,166,SUP-132,45.02,6,3.3,TRUE
PROD-000521,Math Textbook,Books & Stationery,Educational,OasisHome,856.66,2371.3,475,65,SUP-044,15.05,36,2.5,FALSE
PROD-000522,Science Workbook,Books & Stationery,Educational,Hijazi,3214.56,45.55,985,156,SUP-027,24.59,12,2.6,FALSE
PROD-000523,Language Learning,Books & Stationery,Educational,Premium,1648.9,886.71,27,149,SUP-131,44.55,36,4.5,TRUE
PROD-000524,Coding Manual,Books & Stationery,Educational,ValueMax,820.83,2026.56,1108,103,SUP-030,47.31,0,4.5,TRUE
PROD-000525,History Atlas,Books & Stationery,Educational,Premium,2091.99,1154.5,93,25,SUP-147,29.21,24,4.9,TRUE
PROD-000526,Geography Guide,Books & Stationery,Educational,ValueMax,1414.09,335.9,1595,133,SUP-029,18.73,36,4.7,TRUE
PROD-000527,Economics Primer,Books & Stationery,Educational,Najdi,1489.05,2763.87,1475,145,SUP-064,23.61,12,4,TRUE
PROD-000528,Psychology,Books & Stationery,Educational,GlobalTech,742.77,1809.78,872,149,SUP-072,26.1,6,3.2,TRUE
PROD-000529,Law Handbook,Books & Stationery,Educational,DesertBloom,4929.3,2794.31,1408,133,SUP-139,46.06,24,4.1,TRUE
PROD-000530,Medical Reference,Books & Stationery,Educational,AlFaisal,1571.52,2819.12,1345,67,SUP-188,41.11,12,4.2,TRUE
PROD-000531,Picture Book,Books & Stationery,Children's Books,Hijazi,422.38,1747.92,899,191,SUP-168,24.88,0,3.7,TRUE
PROD-000532,Bedtime Story,Books & Stationery,Children's Books,ValueMax,4064.12,2227.2,1443,32,SUP-060,18.39,6,3.5,TRUE
PROD-000533,Early Reader,Books & Stationery,Children's Books,AlFaisal,3126,350.3,1911,140,SUP-046,10.18,0,4.9,TRUE
PROD-000534,Activity Book,Books & Stationery,Children's Books,AlFaisal,1612.86,2887.17,1906,159,SUP-166,49.31,24,3.1,TRUE
PROD-000535,Coloring Book,Books & Stationery,Children's Books,RedSea,3338.54,1629.58,115,116,SUP-029,3.31,12,2.9,TRUE
PROD-000536,Fairy Tale,Books & Stationery,Children's Books,GlobalTech,4222.74,2092.92,1556,148,SUP-159,40.31,36,3.1,TRUE
PROD-000537,Adventure Comic,Books & Stationery,Children's Books,ValueMax,752.51,2132.22,666,191,SUP-149,16.86,24,3,FALSE
PROD-000538,Science for Kids,Books & Stationery,Children's Books,Najdi,2123.89,1649.76,570,77,SUP-023,10.98,24,4.8,TRUE
PROD-000539,Animal Encyclopedia,Books & Stationery,Children's Books,SaudiMart,3504.23,1703.93,118,49,SUP-028,0.34,24,3.1,TRUE
PROD-000540,Rhyme Book,Books & Stationery,Children's Books,DesertBloom,1379.41,819.96,325,118,SUP-089,38.68,36,4.6,TRUE
PROD-000541,Ballpoint Pen Set,Books & Stationery,Office Supplies,GlobalTech,3335.14,1826.7,1344,148,SUP-031,32.12,24,3.8,TRUE
PROD-000542,Notebook,Books & Stationery,Office Supplies,AlFaisal,339.32,1354.8,230,108,SUP-073,43.64,24,3.9,TRUE
PROD-000543,Stapler,Books & Stationery,Office Supplies,OasisHome,1359.55,1810.53,525,156,SUP-153,10.33,12,4,TRUE
PROD-000544,Tape Dispenser,Books & Stationery,Office Supplies,Premium,247.72,2636.27,68,21,SUP-107,29.37,24,4,TRUE
PROD-000545,File Folder,Books & Stationery,Office Supplies,ValueMax,2685.88,654.11,1913,68,SUP-022,19.94,36,4.9,TRUE
PROD-000546,Binder,Books & Stationery,Office Supplies,Najdi,3999.17,869.88,1561,199,SUP-061,35.41,24,3.4,TRUE
PROD-000547,Highlighter Set,Books & Stationery,Office Supplies,ValueMax,4096.08,1704.11,1342,130,SUP-072,1.13,0,2.7,FALSE
PROD-000548,Sticky Notes,Books & Stationery,Office Supplies,GlobalTech,301.07,320.84,1277,116,SUP-095,4.99,12,4,TRUE
PROD-000549,Desk Organizer,Books & Stationery,Office Supplies,Premium,1921.71,651.7,1021,94,SUP-149,13.65,12,4.3,TRUE
PROD-000550,Calculator,Books & Stationery,Office Supplies,ValueMax,953.23,1579.49,1777,131,SUP-099,36.67,12,3.1,TRUE
PROD-000551,Acrylic Paint Set,Books & Stationery,Art Supplies,RedSea,4594.54,2866.73,217,57,SUP-197,49.53,36,3.9,TRUE
PROD-000552,Sketchbook,Books & Stationery,Art Supplies,SaudiMart,2352.77,2768.09,1290,162,SUP-097,49.66,6,2.9,TRUE
PROD-000553,Colored Pencils,Books & Stationery,Art Supplies,ValueMax,2329.79,1887.51,446,25,SUP-126,31.41,36,2.8,FALSE
PROD-000554,Watercolor Palette,Books & Stationery,Art Supplies,DesertBloom,1259.16,2157.33,669,105,SUP-136,27.26,0,4.1,TRUE
PROD-000555,Canvas,Books & Stationery,Art Supplies,DesertBloom,3692.56,1394.38,201,112,SUP-025,27.32,24,5,TRUE
PROD-000556,Brush Set,Books & Stationery,Art Supplies,RedSea,647.17,1171.99,890,199,SUP-005,3.15,6,4.5,TRUE
PROD-000557,Charcoal,Books & Stationery,Art Supplies,ValueMax,2227.16,1238.59,1017,43,SUP-048,17,12,4.7,TRUE
PROD-000558,Pastels,Books & Stationery,Art Supplies,Hijazi,2847.37,2934.84,722,42,SUP-153,19.61,12,3.9,TRUE
PROD-000559,Marker Set,Books & Stationery,Art Supplies,GlobalTech,4932.01,1980.49,541,27,SUP-178,43.93,0,3.3,TRUE
PROD-000560,Easel,Books & Stationery,Art Supplies,RedSea,4282.2,1272.95,1329,115,SUP-038,41.43,24,3.4,FALSE
PROD-000561,Fashion Weekly,Books & Stationery,Magazines,OasisHome,3973.87,2928.66,1625,192,SUP-013,22.93,24,3.5,FALSE
PROD-000562,Tech Monthly,Books & Stationery,Magazines,Hijazi,1792.77,462.02,525,184,SUP-077,9.17,6,2.8,TRUE
PROD-000563,Sports Digest,Books & Stationery,Magazines,Hijazi,2952.28,1485.54,828,108,SUP-143,3.38,6,3.2,TRUE
PROD-000564,Travel Quarterly,Books & Stationery,Magazines,Hijazi,2196.75,707.48,458,103,SUP-011,33.81,36,3.6,TRUE
PROD-000565,Business Review,Books & Stationery,Magazines,GlobalTech,2850.57,2975.45,941,50,SUP-196,38.84,24,2.9,TRUE
PROD-000566,Health Magazine,Books & Stationery,Magazines,AlFaisal,913.35,1263.2,173,138,SUP-162,47.91,6,4.6,TRUE
PROD-000567,Cooking Journal,Books & Stationery,Magazines,AlFaisal,2532.1,2514.91,417,52,SUP-112,5.02,12,4.1,TRUE
PROD-000568,Photography,Books & Stationery,Magazines,DesertBloom,4128,2761.91,1806,21,SUP-022,33.61,36,2.8,TRUE
PROD-000569,Home Decor,Books & Stationery,Magazines,DesertBloom,3223.56,2722.05,105,62,SUP-084,43.13,6,2.6,FALSE
PROD-000570,Automotive,Books & Stationery,Magazines,Hijazi,3675.07,59.08,928,44,SUP-140,46.21,12,3.1,TRUE
PROD-000571,Digital Novel,Books & Stationery,E-Books,GlobalTech,1710.51,890.69,1038,76,SUP-083,42.52,6,4.9,FALSE
PROD-000572,PDF Textbook,Books & Stationery,E-Books,AlFaisal,978.73,326.64,1042,86,SUP-139,46.69,6,3.1,TRUE
PROD-000573,Audio Book,Books & Stationery,E-Books,ValueMax,766.09,1039.11,1680,200,SUP-151,20.81,12,4.9,FALSE
PROD-000574,Interactive Guide,Books & Stationery,E-Books,GlobalTech,1900.36,588.77,1252,73,SUP-184,2.45,6,2.9,FALSE
PROD-000575,Magazine Subscription,Books & Stationery,E-Books,Premium,3568.89,1544.38,955,20,SUP-025,25.64,0,4.6,TRUE
PROD-000576,Comic Digital,Books & Stationery,E-Books,AlFaisal,2454.45,2906.93,1686,192,SUP-023,44.9,12,2.8,TRUE
PROD-000577,Research Paper,Books & Stationery,E-Books,Premium,2737.52,2888.28,1418,69,SUP-075,0.86,0,3.7,TRUE
PROD-000578,Recipe Collection,Books & Stationery,E-Books,ValueMax,4509.17,804.33,1428,107,SUP-162,18.35,24,4.7,FALSE
PROD-000579,Travel Guide,Books & Stationery,E-Books,ValueMax,3779.71,1135.44,704,71,SUP-106,22.62,0,2.8,TRUE
PROD-000580,Manual,Books & Stationery,E-Books,DesertBloom,230.37,920.77,751,196,SUP-123,34.63,0,4.1,FALSE
PROD-000581,Quran Translation,Books & Stationery,Religious,AlFaisal,1912.43,2938.64,1659,178,SUP-185,47.22,6,5,TRUE
PROD-000582,Hadith Collection,Books & Stationery,Religious,DesertBloom,936.8,2934.27,264,79,SUP-116,4.67,24,3.3,TRUE
PROD-000583,Tafsir,Books & Stationery,Religious,OasisHome,3683.77,2558.76,1420,111,SUP-022,40.57,36,4.1,TRUE
PROD-000584,Islamic History,Books & Stationery,Religious,GlobalTech,344.32,955.66,1963,177,SUP-042,22.15,0,4.6,TRUE
PROD-000585,Prayer Book,Books & Stationery,Religious,SaudiMart,2117.04,1417.71,1291,85,SUP-033,2.47,0,4.3,TRUE
PROD-000586,Biography of Prophet,Books & Stationery,Religious,Hijazi,4602.07,2506.17,1767,82,SUP-020,2.1,0,4,TRUE
PROD-000587,Fiqh Guide,Books & Stationery,Religious,SaudiMart,4779.42,2299.81,803,29,SUP-013,41.05,6,4.1,TRUE
PROD-000588,Seerah,Books & Stationery,Religious,RedSea,2933.23,2485.53,1840,126,SUP-137,40.56,12,2.7,TRUE
PROD-000589,Dua Collection,Books & Stationery,Religious,Premium,4211.69,1080.09,967,195,SUP-163,9.16,24,4.4,TRUE
PROD-000590,Islamic Art Book,Books & Stationery,Religious,ValueMax,4530.61,2215.56,16,62,SUP-088,39.48,6,3.3,TRUE
PROD-000591,Productivity Guide,Books & Stationery,Self-Help,Hijazi,3868.17,1232.37,1673,131,SUP-092,23.19,24,3.3,TRUE
PROD-000592,Mindfulness Book,Books & Stationery,Self-Help,ValueMax,1772.25,1791.6,336,161,SUP-146,5.09,24,3.1,TRUE
PROD-000593,Finance Mastery,Books & Stationery,Self-Help,DesertBloom,4369.62,2315.45,701,195,SUP-061,13.03,12,4,TRUE
PROD-000594,Leadership,Books & Stationery,Self-Help,GlobalTech,2039.96,2183.39,543,193,SUP-120,27.25,0,3.9,TRUE
PROD-000595,Communication Skills,Books & Stationery,Self-Help,DesertBloom,1079.21,2143.3,1390,89,SUP-163,28.69,12,3.2,TRUE
PROD-000596,Time Management,Books & Stationery,Self-Help,Premium,1529.28,1070.47,1361,121,SUP-200,31,12,3.3,TRUE
PROD-000597,Goal Setting,Books & Stationery,Self-Help,GlobalTech,3502.74,537.95,1288,114,SUP-119,7.11,36,2.7,TRUE
PROD-000598,Habit Building,Books & Stationery,Self-Help,Najdi,3593.73,1443.11,449,71,SUP-149,4.36,6,4.8,TRUE
PROD-000599,Emotional Intelligence,Books & Stationery,Self-Help,Hijazi,2025.05,850.62,812,49,SUP-197,6.7,36,3.4,TRUE
PROD-000600,Confidence Boost,Books & Stationery,Self-Help,AlFaisal,3702.85,2853.82,1885,57,SUP-086,36.25,0,4.6,FALSE
PROD-000601,Superhero Figure,Toys & Games,Action Figures,DesertBloom,4196.74,39.4,846,139,SUP-113,31.96,6,2.7,FALSE
PROD-000602,Anime Character,Toys & Games,Action Figures,Premium,146.56,2559.99,1253,74,SUP-066,20.08,24,2.9,FALSE
